var,cat1,cat2
V4065,cat_2,cat_4
V4066,cat_2,cat_4
V4067,cat_2,cat_4
V4068,cat_2,cat_4
V4069,cat_2,cat_4
V4070,cat_2,cat_4
V4071,cat_2,cat_4
V4072,cat_2,cat_4
V4073,cat_2,cat_4
V4074,cat_2,cat_4
V4075,cat_2,cat_4
V4076,cat_2,cat_4
V4077,cat_2,cat_4
V4078,cat_2,cat_4
V4079,cat_2,cat_4
V4080,cat_2,cat_4
V4081,cat_2,cat_4
V4082,cat_2,cat_4
V4083,cat_2,cat_4
V4084,cat_2,cat_4
V4085,cat_2,cat_4
V4086,cat_2,cat_4
V4087,cat_2,cat_4
V4088,cat_2,cat_4
V4089,cat_2,cat_4
V4090,cat_2,cat_4
V4091,cat_2,cat_4
V4092,cat_2,cat_4
V4093,cat_2,cat_4
V4094,cat_2,cat_4
V4095,cat_2,cat_4
V4096,cat_2,cat_4
V4097,cat_2,cat_4
V4098,cat_2,cat_4
V4099,cat_2,cat_4
V4100,cat_2,cat_4
V4101,cat_2,cat_4
V4102,cat_2,cat_4
V4103,cat_2,cat_4
V4104,cat_2,cat_4
V4105,cat_2,cat_4
V4106,cat_2,cat_4
V4107,cat_2,cat_4
V4108,cat_2,cat_4
V4109,cat_2,cat_4
V4110,cat_2,cat_4
V4111,cat_2,cat_4
V4112,cat_2,cat_4
V4113,cat_2,cat_4
V4114,cat_2,cat_4
V4115,cat_2,cat_4
V4116,cat_2,cat_4
V4117,cat_2,cat_4
V4118,cat_2,cat_4
V4119,cat_2,cat_4
V4120,cat_2,cat_4
V4121,cat_2,cat_4
V4122,cat_2,cat_4
V4123,cat_2,cat_4
V4124,cat_2,cat_4
V4125,cat_2,cat_4
V4126,cat_2,cat_4
V4127,cat_2,cat_4
V4128,cat_2,cat_4
V4129,cat_2,cat_4
V4130,cat_2,cat_4
V4131,cat_2,cat_4
V4132,cat_2,cat_4
V4133,cat_2,cat_4
V4134,cat_2,cat_4
V4135,cat_2,cat_4
V4136,cat_2,cat_4
V4137,cat_2,cat_4
V4138,cat_2,cat_4
V4139,cat_2,cat_4
V4140,cat_2,cat_4
V4141,cat_2,cat_4
V4142,cat_2,cat_4
V4143,cat_2,cat_4
V4144,cat_2,cat_4
V4145,cat_2,cat_4
V4146,cat_2,cat_4
V4147,cat_2,cat_4
V4148,cat_2,cat_4
V4149,cat_2,cat_4
V4150,cat_2,cat_4
V4151,cat_2,cat_4
V4152,cat_2,cat_4
V4153,cat_2,cat_4
V4154,cat_2,cat_4
V4155,cat_2,cat_4
V4156,cat_2,cat_4
V4157,cat_2,cat_4
V4158,cat_2,cat_4
V4159,cat_2,cat_4
V4160,cat_2,cat_4
V4161,cat_2,cat_4
V4162,cat_2,cat_4
V4163,cat_2,cat_4
V4164,cat_2,cat_4
V4165,cat_2,cat_4
V4166,cat_2,cat_4
V4167,cat_2,cat_4
V4168,cat_2,cat_4
V4169,cat_2,cat_4
V4170,cat_2,cat_4
V4171,cat_2,cat_4
V4172,cat_2,cat_4
V4173,cat_2,cat_4
V4174,cat_2,cat_4
V4175,cat_2,cat_4
V4176,cat_2,cat_4
V4177,cat_2,cat_4
V4178,cat_2,cat_4
V4179,cat_2,cat_4
V4180,cat_2,cat_4
V4181,cat_2,cat_4
V4182,cat_2,cat_4
V4183,cat_2,cat_4
V4184,cat_2,cat_4
V4185,cat_2,cat_4
V4186,cat_2,cat_4
V4187,cat_2,cat_4
V4188,cat_2,cat_4
V4189,cat_2,cat_4
V4190,cat_2,cat_4
V4191,cat_2,cat_4
V4192,cat_2,cat_4
V4193,cat_2,cat_4
V4194,cat_2,cat_4
V4195,cat_2,cat_4
V4196,cat_2,cat_4
V4197,cat_2,cat_4
V4198,cat_2,cat_4
V4199,cat_2,cat_4
V4200,cat_2,cat_4
V4201,cat_2,cat_4
V4202,cat_2,cat_4
V4203,cat_2,cat_4
V4204,cat_2,cat_4
V4205,cat_2,cat_4
V4206,cat_2,cat_4
V4207,cat_2,cat_4
V4208,cat_2,cat_4
V4209,cat_2,cat_4
V4210,cat_2,cat_4
V4211,cat_2,cat_4
V4212,cat_2,cat_4
V4213,cat_2,cat_4
V4214,cat_2,cat_4
V4215,cat_2,cat_4
V4216,cat_2,cat_4
V4217,cat_2,cat_4
V4218,cat_2,cat_4
V4219,cat_2,cat_4
V4220,cat_2,cat_4
V4221,cat_2,cat_4
V4222,cat_2,cat_4
V4223,cat_2,cat_4
V4224,cat_2,cat_4
V4225,cat_2,cat_4
V4226,cat_2,cat_4
V4227,cat_2,cat_4
V4228,cat_2,cat_4
V4229,cat_2,cat_4
V4230,cat_2,cat_4
V4231,cat_2,cat_4
V4232,cat_2,cat_4
V4233,cat_2,cat_4
V4234,cat_2,cat_4
V4235,cat_2,cat_4
V4236,cat_2,cat_4
V4237,cat_2,cat_4
V4238,cat_2,cat_4
V4239,cat_2,cat_4
V4240,cat_2,cat_4
V4241,cat_2,cat_4
V4242,cat_2,cat_4
V4243,cat_2,cat_4
V4244,cat_2,cat_4
V4245,cat_2,cat_4
V4246,cat_2,cat_4
V4247,cat_2,cat_4
V4248,cat_2,cat_4
V4249,cat_2,cat_4
V4250,cat_2,cat_4
V4251,cat_2,cat_4
V4252,cat_2,cat_4
V4253,cat_2,cat_4
V4254,cat_2,cat_4
V4255,cat_2,cat_4
V4256,cat_2,cat_4
V4257,cat_2,cat_4
V4258,cat_2,cat_4
V4259,cat_2,cat_4
V4260,cat_2,cat_4
V4261,cat_2,cat_4
V4262,cat_2,cat_4
V4263,cat_2,cat_4
V4264,cat_2,cat_4
V4265,cat_2,cat_4
V4266,cat_2,cat_4
V4267,cat_2,cat_4
V4268,cat_2,cat_4
V4269,cat_2,cat_4
V4270,cat_2,cat_4
V4271,cat_2,cat_4
V4272,cat_2,cat_4
V4273,cat_2,cat_4
V4274,cat_2,cat_4
V4275,cat_2,cat_4
V4276,cat_2,cat_4
V4277,cat_2,cat_4
V4278,cat_2,cat_4
V4279,cat_2,cat_4
V4280,cat_2,cat_4
V4281,cat_2,cat_4
V4282,cat_2,cat_4
V4283,cat_2,cat_4
V4284,cat_2,cat_4
V4285,cat_2,cat_4
V4286,cat_2,cat_4
V4287,cat_2,cat_4
V4288,cat_2,cat_4
V4289,cat_2,cat_4
V4290,cat_2,cat_4
V4291,cat_2,cat_4
V4292,cat_2,cat_4
V4293,cat_2,cat_4
V4294,cat_2,cat_4
V4295,cat_2,cat_4
V4296,cat_2,cat_4
V4297,cat_2,cat_4
V4298,cat_2,cat_4
V4299,cat_2,cat_4
V4300,cat_2,cat_4
V4301,cat_2,cat_4
V4302,cat_2,cat_4
V4303,cat_2,cat_4
V4304,cat_2,cat_4
V4305,cat_2,cat_4
V4306,cat_2,cat_4
V4307,cat_2,cat_4
V4308,cat_2,cat_4
V4309,cat_2,cat_4
V4310,cat_2,cat_4
V4311,cat_2,cat_4
V4312,cat_2,cat_4
V4313,cat_2,cat_4
V4314,cat_2,cat_4
V4315,cat_2,cat_4
V4316,cat_2,cat_4
V4317,cat_2,cat_4
V4318,cat_2,cat_4
V4319,cat_2,cat_4
V4320,cat_2,cat_4
V4321,cat_2,cat_4
V4322,cat_2,cat_4
V4323,cat_2,cat_4
V4324,cat_2,cat_4
V4325,cat_2,cat_4
V4326,cat_2,cat_4
V4327,cat_2,cat_4
V4328,cat_2,cat_4
V4329,cat_2,cat_4
V4330,cat_2,cat_4
V4331,cat_2,cat_4
V4332,cat_2,cat_4
V4333,cat_2,cat_4
V4334,cat_2,cat_4
V4335,cat_2,cat_4
V4336,cat_2,cat_4
V4337,cat_2,cat_4
V4338,cat_2,cat_4
V4339,cat_2,cat_4
V4340,cat_2,cat_4
V4341,cat_2,cat_4
V4342,cat_2,cat_4
V4343,cat_2,cat_4
V4344,cat_2,cat_4
V4345,cat_2,cat_4
V4346,cat_2,cat_4
V4347,cat_2,cat_4
V4348,cat_2,cat_4
V4349,cat_2,cat_4
V4350,cat_2,cat_4
V4351,cat_2,cat_4
V4352,cat_2,cat_4
V4353,cat_2,cat_4
V4354,cat_2,cat_4
V4355,cat_2,cat_4
V4356,cat_2,cat_4
V4357,cat_2,cat_4
V4358,cat_2,cat_4
V4359,cat_2,cat_4
V4360,cat_2,cat_4
V4361,cat_2,cat_4
V4362,cat_2,cat_4
V4363,cat_2,cat_4
V4364,cat_2,cat_4
V4365,cat_2,cat_4
V4366,cat_2,cat_4
V4367,cat_2,cat_4
V4368,cat_2,cat_4
V4369,cat_2,cat_4
V4370,cat_2,cat_4
V4371,cat_2,cat_4
V4372,cat_2,cat_4
V4373,cat_2,cat_4
V4374,cat_2,cat_4
V4375,cat_2,cat_4
V4376,cat_2,cat_4
V4377,cat_2,cat_4
V4378,cat_2,cat_4
V4379,cat_2,cat_4
V4380,cat_2,cat_4
V4381,cat_2,cat_4
V4382,cat_2,cat_4
V4383,cat_2,cat_4
V4384,cat_2,cat_4
V4385,cat_2,cat_4
V4386,cat_2,cat_4
V4387,cat_2,cat_4
V4388,cat_2,cat_4
V4389,cat_2,cat_4
V4390,cat_2,cat_4
V4391,cat_2,cat_4
V4392,cat_2,cat_4
V4393,cat_2,cat_4
V4394,cat_2,cat_4
V4395,cat_2,cat_4
V4396,cat_2,cat_4
V4397,cat_2,cat_4
V4398,cat_2,cat_4
V4399,cat_2,cat_4
V4400,cat_2,cat_4
V4401,cat_2,cat_4
V4402,cat_2,cat_4
V4403,cat_2,cat_4
V4404,cat_2,cat_4
V4405,cat_2,cat_4
V4406,cat_2,cat_4
V4407,cat_2,cat_4
V4408,cat_2,cat_4
V4409,cat_2,cat_4
V4410,cat_2,cat_4
V4411,cat_2,cat_4
V4412,cat_2,cat_4
V4413,cat_2,cat_4
V4414,cat_2,cat_4
V4415,cat_2,cat_4
V4416,cat_2,cat_4
V4417,cat_2,cat_4
V4418,cat_2,cat_4
V4419,cat_2,cat_4
V4420,cat_2,cat_4
V4421,cat_2,cat_4
V4422,cat_2,cat_4
V4423,cat_2,cat_4
V4424,cat_2,cat_4
V4425,cat_2,cat_4
V4426,cat_2,cat_4
V4427,cat_2,cat_4
V4428,cat_2,cat_4
V4429,cat_2,cat_4
V4430,cat_2,cat_4
V4431,cat_2,cat_4
V4432,cat_2,cat_4
V4433,cat_2,cat_4
V4434,cat_2,cat_4
V4435,cat_2,cat_4
V4436,cat_2,cat_4
V4437,cat_2,cat_4
V4438,cat_2,cat_4
V4439,cat_2,cat_4
V4440,cat_2,cat_4
V4441,cat_2,cat_4
V4442,cat_2,cat_4
V4443,cat_2,cat_4
V4444,cat_2,cat_4
V4445,cat_2,cat_4
V4446,cat_2,cat_4
V4447,cat_2,cat_4
V4448,cat_2,cat_4
V4449,cat_2,cat_4
V4450,cat_2,cat_4
V4451,cat_2,cat_4
V4452,cat_2,cat_4
V4453,cat_2,cat_4
V4454,cat_2,cat_4
V4455,cat_2,cat_4
V4456,cat_2,cat_4
V4457,cat_2,cat_4
V4458,cat_2,cat_4
V4459,cat_2,cat_4
V4460,cat_2,cat_4
V4461,cat_2,cat_4
V4462,cat_2,cat_4
V4463,cat_2,cat_4
V4464,cat_2,cat_4
V4465,cat_2,cat_4
V4466,cat_2,cat_4
V4467,cat_2,cat_4
V4468,cat_2,cat_4
V4469,cat_2,cat_4
V4470,cat_2,cat_4
V4471,cat_2,cat_4
V4472,cat_2,cat_4
V4473,cat_2,cat_4
V4474,cat_2,cat_4
V4475,cat_2,cat_4
V4476,cat_2,cat_4
V4477,cat_2,cat_4
V4478,cat_2,cat_4
V4479,cat_2,cat_4
V4480,cat_2,cat_4
V4481,cat_2,cat_4
V4482,cat_2,cat_4
V4483,cat_2,cat_4
V4484,cat_2,cat_4
V4485,cat_2,cat_4
V4486,cat_2,cat_4
V4487,cat_2,cat_4
V4488,cat_2,cat_4
V4489,cat_2,cat_4
V4490,cat_2,cat_4
V4491,cat_2,cat_4
V4492,cat_2,cat_4
V4493,cat_2,cat_4
V4494,cat_2,cat_4
V4495,cat_2,cat_4
V4496,cat_2,cat_4
V4497,cat_2,cat_4
V4498,cat_2,cat_4
V4499,cat_2,cat_4
V4500,cat_2,cat_4
V4501,cat_2,cat_4
V4502,cat_2,cat_4
V4503,cat_2,cat_4
V4504,cat_2,cat_4
V4505,cat_2,cat_4
V4506,cat_2,cat_4
V4507,cat_2,cat_4
V4508,cat_2,cat_4
V4509,cat_2,cat_4
V4510,cat_2,cat_4
V4511,cat_2,cat_4
V4512,cat_2,cat_4
V4513,cat_2,cat_4
V4514,cat_2,cat_4
V4515,cat_2,cat_4
V4516,cat_2,cat_4
V4517,cat_2,cat_4
V4518,cat_2,cat_4
V4519,cat_2,cat_4
V4520,cat_2,cat_4
V4521,cat_2,cat_4
V4522,cat_2,cat_4
V4523,cat_2,cat_4
V4524,cat_2,cat_4
V4525,cat_2,cat_4
V4526,cat_2,cat_4
V4527,cat_2,cat_4
V4528,cat_2,cat_4
V4529,cat_2,cat_4
V4530,cat_2,cat_4
V4531,cat_2,cat_4
V4532,cat_2,cat_4
V4533,cat_2,cat_4
V4534,cat_2,cat_4
V4535,cat_2,cat_4
V4536,cat_2,cat_4
V4537,cat_2,cat_4
V4538,cat_2,cat_4
V4539,cat_2,cat_4
V4540,cat_2,cat_4
V4541,cat_2,cat_4
V4542,cat_2,cat_4
V4543,cat_2,cat_4
V4544,cat_2,cat_4
V4545,cat_2,cat_4
V4546,cat_2,cat_4
V4547,cat_2,cat_4
V4548,cat_2,cat_4
V4549,cat_2,cat_4
V4550,cat_2,cat_4
V4551,cat_2,cat_4
V4552,cat_2,cat_4
V4553,cat_2,cat_4
V4554,cat_2,cat_4
V4555,cat_2,cat_4
V4556,cat_2,cat_4
V4557,cat_2,cat_4
V4558,cat_2,cat_4
V4559,cat_2,cat_4
V4560,cat_2,cat_4
V4561,cat_2,cat_4
V4562,cat_2,cat_4
V4563,cat_2,cat_4
V4564,cat_2,cat_4
V4565,cat_2,cat_4
V4566,cat_2,cat_4
V4567,cat_2,cat_4
V4568,cat_2,cat_4
V4569,cat_2,cat_4
V4570,cat_2,cat_4
V4571,cat_2,cat_4
V4572,cat_2,cat_4
V4573,cat_2,cat_4
V4574,cat_2,cat_4
V4575,cat_2,cat_4
V4576,cat_2,cat_4
V4577,cat_2,cat_4
V4578,cat_2,cat_4
V4579,cat_2,cat_4
V4580,cat_2,cat_4
V4581,cat_2,cat_4
V4582,cat_2,cat_4
V4583,cat_2,cat_4
V4584,cat_2,cat_4
V4585,cat_2,cat_4
V4586,cat_2,cat_4
V4587,cat_2,cat_4
V4588,cat_2,cat_4
V4589,cat_2,cat_4
V4590,cat_2,cat_4
V4591,cat_2,cat_4
V4592,cat_2,cat_4
V4593,cat_2,cat_4
V4594,cat_2,cat_4
V4595,cat_2,cat_4
V4596,cat_2,cat_4
V4597,cat_2,cat_4
V4598,cat_2,cat_4
V4599,cat_2,cat_4
V4600,cat_2,cat_4
V4601,cat_2,cat_4
V4602,cat_2,cat_4
V4603,cat_2,cat_4
V4604,cat_2,cat_4
V4605,cat_2,cat_4
V4606,cat_2,cat_4
V4607,cat_2,cat_4
V4608,cat_2,cat_4
V4609,cat_2,cat_4
V4610,cat_2,cat_4
V4611,cat_2,cat_4
V4612,cat_2,cat_4
V4613,cat_2,cat_4
V4614,cat_2,cat_4
V4615,cat_2,cat_4
V4616,cat_2,cat_4
V4617,cat_2,cat_4
V4618,cat_2,cat_4
V4619,cat_2,cat_4
V4620,cat_2,cat_4
V4621,cat_2,cat_4
V4622,cat_2,cat_4
V4623,cat_2,cat_4
V4624,cat_2,cat_4
V4625,cat_2,cat_4
V4626,cat_2,cat_4
V4627,cat_2,cat_4
V4628,cat_2,cat_4
V4629,cat_2,cat_4
V4630,cat_2,cat_4
V4631,cat_2,cat_4
V4632,cat_2,cat_4
V4633,cat_2,cat_4
V4634,cat_2,cat_4
V4635,cat_2,cat_4
V4636,cat_2,cat_4
V4637,cat_2,cat_4
V4638,cat_2,cat_4
V4639,cat_2,cat_4
V4640,cat_2,cat_4
V4641,cat_2,cat_4
V4642,cat_2,cat_4
V4643,cat_2,cat_4
V4644,cat_2,cat_4
V4645,cat_2,cat_4
V4646,cat_2,cat_4
V4647,cat_2,cat_4
V4648,cat_2,cat_4
V4649,cat_2,cat_4
V4650,cat_2,cat_4
V4651,cat_2,cat_4
V4652,cat_2,cat_4
V4653,cat_2,cat_4
V4654,cat_2,cat_4
V4655,cat_2,cat_4
V4656,cat_2,cat_4
V4657,cat_2,cat_4
V4658,cat_2,cat_4
V4659,cat_2,cat_4
V4660,cat_2,cat_4
V4661,cat_2,cat_4
V4662,cat_2,cat_4
V4663,cat_2,cat_4
V4664,cat_2,cat_4
V4665,cat_2,cat_4
V4666,cat_2,cat_4
V4667,cat_2,cat_4
V4668,cat_2,cat_4
V4669,cat_2,cat_4
V4670,cat_2,cat_4
V4671,cat_2,cat_4
V4672,cat_2,cat_4
V4673,cat_2,cat_4
V4674,cat_2,cat_4
V4675,cat_2,cat_4
V4676,cat_2,cat_4
V4677,cat_2,cat_4
V4678,cat_2,cat_4
V4679,cat_2,cat_4
V4680,cat_2,cat_4
V4681,cat_2,cat_4
V4682,cat_2,cat_4
V4683,cat_2,cat_4
V4684,cat_2,cat_4
V4685,cat_2,cat_4
V4686,cat_2,cat_4
V4687,cat_2,cat_4
V4688,cat_2,cat_4
V4689,cat_2,cat_4
V4690,cat_2,cat_4
V4691,cat_2,cat_4
V4692,cat_2,cat_4
V4693,cat_2,cat_4
V4694,cat_2,cat_4
V4695,cat_2,cat_4
V4696,cat_2,cat_4
V4697,cat_2,cat_4
V4698,cat_2,cat_4
V4699,cat_2,cat_4
V4700,cat_2,cat_4
V4701,cat_2,cat_4
V4702,cat_2,cat_4
V4703,cat_2,cat_4
V4704,cat_2,cat_4
V4705,cat_2,cat_4
V4706,cat_2,cat_4
V4707,cat_2,cat_4
V4708,cat_2,cat_4
V4709,cat_2,cat_4
V4710,cat_2,cat_4
V4711,cat_2,cat_4
V4712,cat_2,cat_4
V4713,cat_2,cat_4
V4714,cat_2,cat_4
V4715,cat_2,cat_4
V4716,cat_2,cat_4
V4717,cat_2,cat_4
V4718,cat_2,cat_4
V4719,cat_2,cat_4
V4720,cat_2,cat_4
V4721,cat_2,cat_4
V4722,cat_2,cat_4
V4723,cat_2,cat_4
V4724,cat_2,cat_4
V4725,cat_2,cat_4
V4726,cat_2,cat_4
V4727,cat_2,cat_4
V4728,cat_2,cat_4
V4729,cat_2,cat_4
V4730,cat_2,cat_4
V4731,cat_2,cat_4
V4732,cat_2,cat_4
V4733,cat_2,cat_4
V4734,cat_2,cat_4
V4735,cat_2,cat_4
V4736,cat_2,cat_4
V4737,cat_2,cat_4
V4738,cat_2,cat_4
V4739,cat_2,cat_4
V4740,cat_2,cat_4
V4741,cat_2,cat_4
V4742,cat_2,cat_4
V4743,cat_2,cat_4
V4744,cat_2,cat_4
V4745,cat_2,cat_4
V4746,cat_2,cat_4
V4747,cat_2,cat_4
V4748,cat_2,cat_4
V4749,cat_2,cat_4
V4750,cat_2,cat_4
V4751,cat_2,cat_4
V4752,cat_2,cat_4
V4753,cat_2,cat_4
V4754,cat_2,cat_4
V4755,cat_2,cat_4
V4756,cat_2,cat_5
V4757,cat_2,cat_5
V4758,cat_2,cat_5
V4759,cat_2,cat_5
V4760,cat_2,cat_5
V4761,cat_2,cat_5
V4762,cat_2,cat_5
V4763,cat_2,cat_5
V4764,cat_2,cat_5
V4765,cat_2,cat_5
V4766,cat_2,cat_5
V4767,cat_2,cat_5
V4768,cat_2,cat_5
V4769,cat_2,cat_5
V4770,cat_2,cat_5
V4771,cat_2,cat_5
V4772,cat_2,cat_5
V4773,cat_2,cat_5
V4774,cat_2,cat_5
V4775,cat_2,cat_5
V4776,cat_2,cat_5
V4777,cat_2,cat_5
V4778,cat_2,cat_5
V4779,cat_2,cat_5
V4780,cat_2,cat_5
V4781,cat_2,cat_5
V4782,cat_2,cat_5
V4783,cat_2,cat_5
V4784,cat_2,cat_5
V4785,cat_2,cat_5
V4786,cat_2,cat_5
V4787,cat_2,cat_5
V4788,cat_2,cat_5
V4789,cat_2,cat_5
V4790,cat_2,cat_5
V4791,cat_2,cat_5
V4792,cat_2,cat_5
V4793,cat_2,cat_5
V4794,cat_2,cat_5
V4795,cat_2,cat_5
V4796,cat_2,cat_5
V4797,cat_2,cat_5
V4798,cat_2,cat_5
V4799,cat_2,cat_5
V4800,cat_2,cat_5
V4801,cat_2,cat_5
V4802,cat_2,cat_5
V4803,cat_2,cat_5
V4804,cat_2,cat_5
V4805,cat_2,cat_5
V4806,cat_2,cat_5
V4807,cat_2,cat_5
V4808,cat_2,cat_5
V4809,cat_2,cat_5
V4810,cat_2,cat_5
V4811,cat_2,cat_5
V4812,cat_2,cat_5
V4813,cat_2,cat_5
V4814,cat_2,cat_5
V4815,cat_2,cat_5
V4816,cat_2,cat_5
V4817,cat_2,cat_5
V4818,cat_2,cat_5
V4819,cat_2,cat_5
V4820,cat_2,cat_5
V4821,cat_2,cat_5
V4822,cat_2,cat_5
V4823,cat_2,cat_5
V4824,cat_2,cat_5
V4825,cat_2,cat_5
V4826,cat_2,cat_5
V4827,cat_2,cat_5
V4828,cat_2,cat_5
V4829,cat_2,cat_5
V4830,cat_2,cat_5
V4831,cat_2,cat_5
V4832,cat_2,cat_5
V4833,cat_2,cat_5
V4834,cat_2,cat_5
V4835,cat_2,cat_5
V4836,cat_2,cat_5
V4837,cat_2,cat_5
V4838,cat_2,cat_5
V4839,cat_2,cat_5
V4840,cat_2,cat_5
V4841,cat_2,cat_5
V4842,cat_2,cat_5
V4843,cat_2,cat_5
V4844,cat_2,cat_5
V4845,cat_2,cat_5
V4846,cat_2,cat_5
V4847,cat_2,cat_5
V4848,cat_2,cat_5
V4849,cat_2,cat_5
V4850,cat_2,cat_5
V4851,cat_2,cat_5
V4852,cat_2,cat_5
V4853,cat_2,cat_5
V4854,cat_2,cat_5
V4855,cat_2,cat_5
V4856,cat_2,cat_5
V4857,cat_2,cat_5
V4858,cat_2,cat_5
V4859,cat_2,cat_5
V4860,cat_2,cat_5
V4861,cat_2,cat_5
V4862,cat_2,cat_5
V4863,cat_2,cat_5
V4864,cat_2,cat_5
V4865,cat_2,cat_5
V4866,cat_2,cat_5
V4867,cat_2,cat_5
V4868,cat_2,cat_5
V4869,cat_2,cat_5
V4870,cat_2,cat_5
V4871,cat_2,cat_5
V4872,cat_2,cat_5
V4873,cat_2,cat_5
V4874,cat_2,cat_5
V4875,cat_2,cat_5
V4876,cat_2,cat_5
V4877,cat_2,cat_5
V4878,cat_2,cat_5
V4879,cat_2,cat_5
V4880,cat_2,cat_5
V4881,cat_2,cat_5
V4882,cat_2,cat_5
V4883,cat_2,cat_5
V4884,cat_2,cat_5
V4885,cat_2,cat_5
V4886,cat_2,cat_5
V4887,cat_2,cat_5
V4888,cat_2,cat_5
V4889,cat_2,cat_5
V4890,cat_2,cat_5
V4891,cat_2,cat_5
V4892,cat_2,cat_5
V4893,cat_2,cat_5
V4894,cat_2,cat_5
V4895,cat_2,cat_5
V4896,cat_2,cat_5
V4897,cat_2,cat_5
V4898,cat_2,cat_5
V4899,cat_2,cat_5
V4900,cat_2,cat_5
V4901,cat_2,cat_5
V4902,cat_2,cat_5
V4903,cat_2,cat_5
V4904,cat_2,cat_5
V4905,cat_2,cat_5
V4906,cat_2,cat_5
V4907,cat_2,cat_5
V4908,cat_2,cat_5
V4909,cat_2,cat_5
V4910,cat_2,cat_5
V4911,cat_2,cat_5
V4912,cat_2,cat_5
V4913,cat_2,cat_5
V4914,cat_2,cat_5
V4915,cat_2,cat_5
V4916,cat_2,cat_5
V4917,cat_2,cat_5
V4918,cat_2,cat_5
V4919,cat_2,cat_5
V4920,cat_2,cat_5
V4921,cat_2,cat_5
V4922,cat_2,cat_5
V4923,cat_2,cat_5
V4924,cat_2,cat_5
V4925,cat_2,cat_5
V4926,cat_2,cat_5
V4927,cat_2,cat_5
V4928,cat_2,cat_5
V4929,cat_2,cat_5
V4930,cat_2,cat_5
V4931,cat_2,cat_5
V4932,cat_2,cat_5
V4933,cat_2,cat_5
V4934,cat_2,cat_5
V4935,cat_2,cat_5
V4936,cat_2,cat_5
V4937,cat_2,cat_5
V4938,cat_2,cat_5
V4939,cat_2,cat_5
V4940,cat_2,cat_5
V4941,cat_2,cat_5
V4942,cat_2,cat_5
V4943,cat_2,cat_5
V4944,cat_2,cat_5
V4945,cat_2,cat_5
V4946,cat_2,cat_5
V4947,cat_2,cat_5
V4948,cat_2,cat_5
V4949,cat_2,cat_5
V4950,cat_2,cat_5
V4951,cat_2,cat_5
V4952,cat_2,cat_5
V4953,cat_2,cat_5
V4954,cat_2,cat_5
V4955,cat_2,cat_5
V4956,cat_2,cat_5
V4957,cat_2,cat_5
V4958,cat_2,cat_5
V4959,cat_2,cat_5
V4960,cat_2,cat_5
V4961,cat_2,cat_5
V4962,cat_2,cat_5
V4963,cat_2,cat_5
V4964,cat_2,cat_5
V4965,cat_2,cat_5
V4966,cat_2,cat_5
V4967,cat_2,cat_5
V4968,cat_2,cat_5
V4969,cat_2,cat_5
V4970,cat_2,cat_5
V4971,cat_2,cat_5
V4972,cat_2,cat_5
V4973,cat_2,cat_5
V4974,cat_2,cat_5
V4975,cat_2,cat_5
V4976,cat_2,cat_5
V4977,cat_2,cat_5
V4978,cat_2,cat_5
V4979,cat_2,cat_5
V4980,cat_2,cat_5
V4981,cat_2,cat_5
V4982,cat_2,cat_5
V4983,cat_2,cat_5
V4984,cat_2,cat_5
V4985,cat_2,cat_5
V4986,cat_2,cat_5
V4987,cat_2,cat_5
V4988,cat_2,cat_5
V4989,cat_2,cat_5
V4990,cat_2,cat_5
V4991,cat_2,cat_5
V4992,cat_2,cat_5
V4993,cat_2,cat_5
V4994,cat_2,cat_5
V4995,cat_2,cat_5
V4996,cat_2,cat_5
V4997,cat_2,cat_5
V4998,cat_2,cat_5
V4999,cat_2,cat_5
V5000,cat_2,cat_5
V5001,cat_2,cat_5
V5002,cat_2,cat_5
V5003,cat_2,cat_5
V5004,cat_2,cat_5
V5005,cat_2,cat_5
V5006,cat_2,cat_5
V5007,cat_2,cat_5
V5008,cat_2,cat_5
V5009,cat_2,cat_5
V5010,cat_2,cat_5
V5011,cat_2,cat_5
V5012,cat_2,cat_5
V5013,cat_2,cat_5
V5014,cat_2,cat_5
V5015,cat_2,cat_5
V5016,cat_2,cat_5
V5017,cat_2,cat_5
V5018,cat_2,cat_5
V5019,cat_2,cat_5
V5020,cat_2,cat_5
V5021,cat_2,cat_5
V5022,cat_2,cat_5
V5023,cat_2,cat_5
V5024,cat_2,cat_5
V5025,cat_2,cat_5
V5026,cat_2,cat_5
V5027,cat_2,cat_5
V5028,cat_2,cat_5
V5029,cat_2,cat_5
V5030,cat_2,cat_5
V5031,cat_2,cat_5
V5032,cat_2,cat_5
V5033,cat_2,cat_5
V5034,cat_2,cat_5
V5035,cat_2,cat_5
V5036,cat_2,cat_5
V5037,cat_2,cat_5
V5038,cat_2,cat_5
V5039,cat_2,cat_5
V5040,cat_2,cat_5
V5041,cat_2,cat_5
V5042,cat_2,cat_5
V5043,cat_2,cat_5
V5044,cat_2,cat_5
V5045,cat_2,cat_5
V5046,cat_2,cat_5
V5047,cat_2,cat_5
V5048,cat_2,cat_5
V5049,cat_2,cat_5
V5050,cat_2,cat_5
V5051,cat_2,cat_5
V5052,cat_2,cat_5
V5053,cat_2,cat_5
V5054,cat_2,cat_5
V5055,cat_2,cat_5
V5056,cat_2,cat_5
V5057,cat_2,cat_5
V5058,cat_2,cat_5
V5059,cat_2,cat_5
V5060,cat_2,cat_5
V5061,cat_2,cat_5
V5062,cat_2,cat_5
V5063,cat_2,cat_5
